gene alpha_original SE_original P_original N_original Phet_original alpha SE P Nend Phet
ENSG00000134882 -0.07436 0.03574 0.0375 120 0.99 -0.07436 0.03574 0.0375 120 0.99
ENSG00000134884 -0.0294 0.03532 0.405 122 0.74 -0.0294 0.03532 0.405 122 0.74
ENSG00000134897 0.04254 0.03584 0.235 121 0.864 0.04254 0.03584 0.235 121 0.864
ENSG00000134899 0.0096 0.03664 0.793 120 0.264 0.0096 0.03664 0.793 120 0.264
ENSG00000134900 0.02077 0.03611 0.565 123 0.292 0.02077 0.03611 0.565 123 0.292
ENSG00000134901 -0.04266 0.03883 0.272 118 0.905 -0.04266 0.03883 0.272 118 0.905
ENSG00000134905 -0.00606 0.05395 0.911 107 1 -0.00606 0.05395 0.911 107 1
ENSG00000134909 -6e-05 0.03531 0.999 122 0.696 -6e-05 0.03531 0.999 122 0.696
ENSG00000134910 0.0239 0.05407 0.658 109 1 0.0239 0.05407 0.658 109 1
ENSG00000134917 -0.00171 0.03689 0.963 122 0.996 -0.00171 0.03689 0.963 122 0.996
ENSG00000134954 0.03831 0.0352 0.276 123 0.87 0.03831 0.0352 0.276 123 0.87
ENSG00000134955 0.01667 0.05491 0.761 105 1 0.01667 0.05491 0.761 105 1
ENSG00000134962 -0.01149 0.0366 0.754 124 0.994 -0.01149 0.0366 0.754 124 0.994
ENSG00000134970 -0.0097 0.03514 0.782 124 0.999 -0.0097 0.03514 0.782 124 0.999
ENSG00000134982 -0.03787 0.03538 0.285 121 0.961 -0.03787 0.03538 0.285 121 0.961
ENSG00000134986 -0.08015 0.09383 0.393 83 1 -0.08015 0.09383 0.393 83 1
ENSG00000134987 0.0233 0.03533 0.51 123 0.691 0.0233 0.03533 0.51 123 0.691
ENSG00000134996 -0.02762 0.035 0.43 125 0.999 -0.02762 0.035 0.43 125 0.999
ENSG00000135002 0.00892 0.03512 0.799 127 0.608 0.00892 0.03512 0.799 127 0.608
ENSG00000135018 -0.03936 0.03541 0.266 119 0.867 -0.03936 0.03541 0.266 119 0.867
ENSG00000135040 -0.00418 0.03538 0.906 121 0.906 -0.00418 0.03538 0.906 121 0.906
ENSG00000135045 0.08186 0.03516 0.0199 123 0.811 0.08186 0.03516 0.0199 123 0.811
ENSG00000135046 -0.03323 0.03541 0.348 121 0.67 -0.03323 0.03541 0.348 121 0.67
ENSG00000135047 0.03141 0.03873 0.417 122 0.787 0.03141 0.03873 0.417 122 0.787
ENSG00000135048 -0.01293 0.03568 0.717 117 0.983 -0.01293 0.03568 0.717 117 0.983
ENSG00000135049 -0.10398 0.03567 0.00356 117 0.982 -0.10398 0.03567 0.00356 117 0.982
ENSG00000135052 -0.0013 0.03503 0.97 125 0.736 -0.0013 0.03503 0.97 125 0.736
ENSG00000135069 0.0295 0.03695 0.425 121 0.959 0.0295 0.03695 0.425 121 0.959
ENSG00000135070 -0.1292 0.06199 0.0372 100 1 -0.1292 0.06199 0.0372 100 1
ENSG00000135074 -0.04313 0.03581 0.228 118 0.951 -0.04313 0.03581 0.228 118 0.951
ENSG00000135077 -0.11443 0.03579 0.00139 116 0.652 -0.11443 0.03579 0.00139 116 0.652
ENSG00000135083 0.06496 0.03572 0.0689 117 0.529 0.06496 0.03572 0.0689 117 0.529
ENSG00000135090 0.00463 0.03872 0.905 125 0.917 0.00463 0.03872 0.905 125 0.917
ENSG00000135093 0.01081 0.0352 0.759 123 0.99 0.01081 0.0352 0.759 123 0.99
ENSG00000135094 -0.00458 0.03504 0.896 125 0.874 -0.00458 0.03504 0.896 125 0.874
ENSG00000135100 -0.01234 0.0361 0.732 117 0.551 -0.01234 0.0361 0.732 117 0.551
ENSG00000135108 -0.01621 0.03509 0.644 125 0.945 -0.01621 0.03509 0.644 125 0.945
ENSG00000135114 3e-05 0.03537 0.999 122 0.848 3e-05 0.03537 0.999 122 0.848
ENSG00000135116 0.00389 0.03547 0.913 121 0.643 0.00389 0.03547 0.913 121 0.643
ENSG00000135119 -0.00556 0.03589 0.877 120 0.951 -0.00556 0.03589 0.877 120 0.951
ENSG00000135124 0.02185 0.03541 0.537 121 0.955 0.02185 0.03541 0.537 121 0.955
ENSG00000135127 0.00305 0.03518 0.931 125 0.983 0.00305 0.03518 0.931 125 0.983
ENSG00000135144 0.00393 0.03532 0.911 120 0.8 0.00393 0.03532 0.911 120 0.8
ENSG00000135148 -0.02001 0.03582 0.576 119 0.695 -0.02001 0.03582 0.576 119 0.695
ENSG00000135164 0.01354 0.03501 0.699 127 0.744 0.01354 0.03501 0.699 127 0.744
ENSG00000135185 -0.03027 0.03922 0.44 121 0.905 -0.03027 0.03922 0.44 121 0.905
ENSG00000135205 -0.02774 0.03529 0.432 124 0.979 -0.02774 0.03529 0.432 124 0.979
ENSG00000135211 0.01266 0.03931 0.747 116 0.813 0.01266 0.03931 0.747 116 0.813
ENSG00000135213 -0.07615 0.08632 0.378 85 1 -0.07615 0.08632 0.378 85 1
ENSG00000135218 0.05653 0.03542 0.11 122 0.612 0.05653 0.03542 0.11 122 0.612
ENSG00000135226 0.07381 0.08252 0.371 94 1 0.07381 0.08252 0.371 94 1
ENSG00000135241 -0.08189 0.03504 0.0194 125 0.999 -0.08189 0.03504 0.0194 125 0.999
ENSG00000135245 -0.03593 0.03922 0.36 121 0.996 -0.03593 0.03922 0.36 121 0.996
ENSG00000135249 -0.05225 0.03502 0.136 126 0.763 -0.05225 0.03502 0.136 126 0.763
ENSG00000135250 0.0173 0.03562 0.627 121 0.993 0.0173 0.03562 0.627 121 0.993
ENSG00000135253 0.03217 0.03581 0.369 124 0.863 0.03217 0.03581 0.369 124 0.863
ENSG00000135269 -0.0202 0.03542 0.568 121 1 -0.0202 0.03542 0.568 121 1
ENSG00000135272 0.07487 0.03563 0.0356 119 0.769 0.07487 0.03563 0.0356 119 0.769
ENSG00000135297 0.00413 0.03509 0.906 125 0.986 0.00413 0.03509 0.906 125 0.986
ENSG00000135299 0.02545 0.03578 0.477 117 0.999 0.02545 0.03578 0.477 117 0.999
ENSG00000135314 0.0026 0.03501 0.941 127 0.921 0.0026 0.03501 0.941 127 0.921
ENSG00000135315 -0.0794 0.03823 0.0378 126 0.933 -0.0794 0.03823 0.0378 126 0.933
ENSG00000135316 -0.00571 0.03529 0.871 122 0.96 -0.00571 0.03529 0.871 122 0.96
ENSG00000135317 0.08189 0.05431 0.132 105 0.994 0.08189 0.05431 0.132 105 0.994
ENSG00000135318 0.03988 0.03606 0.269 114 0.682 0.03988 0.03606 0.269 114 0.682
ENSG00000135334 -0.06486 0.03581 0.0701 117 0.715 -0.06486 0.03581 0.0701 117 0.715
ENSG00000135336 0.07936 0.07001 0.257 100 1 0.07936 0.07001 0.257 100 1
ENSG00000135341 0.02421 0.0352 0.492 123 0.974 0.02421 0.0352 0.492 123 0.974
ENSG00000135362 0.01028 0.03561 0.773 121 0.463 0.01028 0.03561 0.773 121 0.463
ENSG00000135363 0.02955 0.03509 0.4 125 0.886 0.02955 0.03509 0.4 125 0.886
ENSG00000135365 7e-04 0.03592 0.984 118 0.914 7e-04 0.03592 0.984 118 0.914
ENSG00000135372 0.04813 0.03501 0.169 125 0.95 0.04813 0.03501 0.169 125 0.95
ENSG00000135378 0.07665 0.03851 0.0466 122 0.905 0.07665 0.03851 0.0466 122 0.905
ENSG00000135387 0.0049 0.03516 0.889 123 0.955 0.0049 0.03516 0.889 123 0.955
ENSG00000135390 0.00333 0.03556 0.925 121 0.989 0.00333 0.03556 0.925 121 0.989
ENSG00000135392 -0.05412 0.03532 0.125 123 0.581 -0.05412 0.03532 0.125 123 0.581
ENSG00000135404 0.05649 0.03559 0.112 118 0.766 0.05649 0.03559 0.112 118 0.766
ENSG00000135407 -0.03803 0.05595 0.497 102 1 -0.03803 0.05595 0.497 102 1
ENSG00000135414 0.05458 0.03528 0.122 122 0.798 0.05458 0.03528 0.122 122 0.798
ENSG00000135423 0.05118 0.03703 0.167 118 0.309 0.05118 0.03703 0.167 118 0.309
ENSG00000135424 -0.02155 0.03557 0.545 121 0.597 -0.02155 0.03557 0.545 121 0.597
ENSG00000135426 0.04664 0.03998 0.243 117 0.879 0.04664 0.03998 0.243 117 0.879
ENSG00000135436 0.02997 0.03686 0.416 120 0.954 0.02997 0.03686 0.416 120 0.954
ENSG00000135437 -0.08148 0.07087 0.25 97 1 -0.08148 0.07087 0.25 97 1
ENSG00000135439 -0.02003 0.03562 0.574 118 0.607 -0.02003 0.03562 0.574 118 0.607
ENSG00000135441 0.01261 0.05439 0.817 109 1 0.01261 0.05439 0.817 109 1
ENSG00000135446 -0.00481 0.039 0.902 118 0.984 -0.00481 0.039 0.902 118 0.984
ENSG00000135451 0.01883 0.05405 0.728 113 1 0.01883 0.05405 0.728 113 1
ENSG00000135452 -0.03042 0.0354 0.39 121 0.805 -0.03042 0.0354 0.39 121 0.805
ENSG00000135457 -0.00894 0.03556 0.801 120 0.971 -0.00894 0.03556 0.801 120 0.971
ENSG00000135469 0.01297 0.03559 0.716 119 0.925 0.01297 0.03559 0.716 119 0.925
ENSG00000135472 -0.04212 0.036 0.242 127 0.809 -0.04212 0.036 0.242 127 0.809
ENSG00000135473 0.0514 0.03501 0.142 125 0.983 0.0514 0.03501 0.142 125 0.983
ENSG00000135476 -0.03972 0.05517 0.472 104 0.992 -0.03972 0.05517 0.472 104 0.992
ENSG00000135480 0.06647 0.03572 0.0628 121 0.758 0.06647 0.03572 0.0628 121 0.758
ENSG00000135482 -0.06154 0.03511 0.0797 125 1 -0.06154 0.03511 0.0797 125 1
ENSG00000135486 0.07791 0.03546 0.028 122 0.933 0.07791 0.03546 0.028 122 0.933
ENSG00000135503 -0.07601 0.03576 0.0335 119 0.986 -0.07601 0.03576 0.0335 119 0.986
ENSG00000135506 0.04582 0.03548 0.197 121 0.969 0.04582 0.03548 0.197 121 0.969
ENSG00000135519 0.00623 0.03559 0.861 121 0.602 0.00623 0.03559 0.861 121 0.602
ENSG00000135521 0.00872 0.03553 0.806 120 0.759 0.00872 0.03553 0.806 120 0.759
ENSG00000135525 -0.04861 0.03568 0.173 122 0.955 -0.04861 0.03568 0.173 122 0.955
ENSG00000135535 -0.05621 0.03889 0.148 119 0.981 -0.05621 0.03889 0.148 119 0.981
ENSG00000135537 0.02983 0.03504 0.394 126 0.993 0.02983 0.03504 0.394 126 0.993
ENSG00000135540 -0.01574 0.06897 0.82 100 1 -0.01574 0.06897 0.82 100 1
ENSG00000135541 -0.04732 0.03557 0.183 118 0.686 -0.04732 0.03557 0.183 118 0.686
ENSG00000135547 -0.02284 0.03533 0.518 123 0.52 -0.02284 0.03533 0.518 123 0.52
ENSG00000135549 -0.03141 0.03852 0.415 120 0.996 -0.03141 0.03852 0.415 120 0.996
ENSG00000135587 0.00341 0.03569 0.924 117 0.988 0.00341 0.03569 0.924 117 0.988
ENSG00000135596 0.0532 0.03869 0.169 118 0.951 0.0532 0.03869 0.169 118 0.951
ENSG00000135597 0.01993 0.03515 0.571 125 0.997 0.01993 0.03515 0.571 125 0.997
ENSG00000135604 -0.00908 0.03556 0.799 119 0.916 -0.00908 0.03556 0.799 119 0.916
ENSG00000135605 0.01415 0.03543 0.69 123 0.815 0.01415 0.03543 0.69 123 0.815
ENSG00000135617 0.04756 0.03989 0.233 117 0.969 0.04756 0.03989 0.233 117 0.969
ENSG00000135622 0.05394 0.03576 0.131 127 0.348 0.05394 0.03576 0.131 127 0.348
ENSG00000135624 0.07393 0.03563 0.038 119 0.86 0.07393 0.03563 0.038 119 0.86
ENSG00000135631 0.00785 0.03543 0.825 123 0.913 0.00785 0.03543 0.825 123 0.913
ENSG00000135632 -0.00659 0.03524 0.852 122 0.988 -0.00659 0.03524 0.852 122 0.988
ENSG00000135636 0.03413 0.03542 0.335 119 0.98 0.03413 0.03542 0.335 119 0.98
ENSG00000135637 -0.00696 0.03683 0.85 122 1 -0.00696 0.03683 0.85 122 1
ENSG00000135643 -0.02331 0.03514 0.507 124 0.924 -0.02331 0.03514 0.507 124 0.924
ENSG00000135655 0.053 0.03542 0.135 120 0.863 0.053 0.03542 0.135 120 0.863
ENSG00000135677 -0.00719 0.03513 0.838 124 0.705 -0.00719 0.03513 0.838 124 0.705
ENSG00000135678 0.01146 0.03535 0.746 122 0.947 0.01146 0.03535 0.746 122 0.947
ENSG00000135679 -0.00655 0.03516 0.852 123 0.776 -0.00655 0.03516 0.852 123 0.776
ENSG00000135686 0.02391 0.03499 0.494 125 0.978 0.02391 0.03499 0.494 125 0.978
ENSG00000135698 -0.04108 0.03527 0.244 124 0.76 -0.04108 0.03527 0.244 124 0.76
ENSG00000135709 -0.02677 0.03563 0.452 125 0.394 -0.02677 0.03563 0.452 125 0.394
ENSG00000135720 -0.05107 0.03521 0.147 126 0.969 -0.05107 0.03521 0.147 126 0.969
ENSG00000135722 -0.00867 0.03562 0.808 120 0.897 -0.00867 0.03562 0.808 120 0.897
ENSG00000135723 0.08108 0.03546 0.0222 121 0.99 0.08108 0.03546 0.0222 121 0.99
ENSG00000135736 0.04128 0.0371 0.266 124 0.574 0.04128 0.0371 0.266 124 0.574
ENSG00000135740 -0.01977 0.03522 0.575 126 0.553 -0.01977 0.03522 0.575 126 0.553
ENSG00000135747 -0.03501 0.03529 0.321 124 0.998 -0.03501 0.03529 0.321 124 0.998
ENSG00000135749 0.04458 0.03547 0.209 120 0.972 0.04458 0.03547 0.209 120 0.972
ENSG00000135763 -0.00109 0.03901 0.978 120 0.86 -0.00109 0.03901 0.978 120 0.86
ENSG00000135766 -0.00714 0.03855 0.853 121 0.911 -0.00714 0.03855 0.853 121 0.911
ENSG00000135775 -0.02783 0.03525 0.43 124 0.477 -0.02783 0.03525 0.43 124 0.477
ENSG00000135776 -0.00438 0.05508 0.937 103 1 -0.00438 0.05508 0.937 103 1
ENSG00000135778 0.0423 0.03892 0.277 117 0.961 0.0423 0.03892 0.277 117 0.961
ENSG00000135801 0.00624 0.03555 0.861 120 0.466 0.00624 0.03555 0.861 120 0.466
ENSG00000135821 -0.03707 0.03585 0.301 121 0.605 -0.03707 0.03585 0.301 121 0.605
ENSG00000135823 -0.03563 0.03624 0.326 117 0.817 -0.03563 0.03624 0.326 117 0.817
ENSG00000135828 0.00763 0.03571 0.831 123 0.951 0.00763 0.03571 0.831 123 0.951
ENSG00000135829 0.05326 0.03568 0.135 123 0.737 0.05326 0.03568 0.135 123 0.737
ENSG00000135835 0.02488 0.03929 0.527 122 0.798 0.02488 0.03929 0.527 122 0.798
ENSG00000135837 -0.01564 0.03581 0.662 122 0.81 -0.01564 0.03581 0.662 122 0.81
ENSG00000135838 -0.06427 0.0361 0.075 117 0.897 -0.06427 0.0361 0.075 117 0.897
ENSG00000135842 0.09839 0.03532 0.00534 122 0.717 0.09839 0.03532 0.00534 122 0.717
ENSG00000135845 0.03113 0.03857 0.42 123 0.967 0.03113 0.03857 0.42 123 0.967
ENSG00000135847 0.02622 0.03922 0.504 118 0.998 0.02622 0.03922 0.504 118 0.998
ENSG00000135862 0.06384 0.03556 0.0726 118 0.782 0.06384 0.03556 0.0726 118 0.782
ENSG00000135870 0.03382 0.03917 0.388 120 1 0.03382 0.03917 0.388 120 1
ENSG00000135898 -0.0012 0.03532 0.973 122 0.953 -0.0012 0.03532 0.973 122 0.953
ENSG00000135899 0.02047 0.03516 0.56 124 0.764 0.02047 0.03516 0.56 124 0.764
ENSG00000135900 -0.02568 0.03548 0.469 119 0.97 -0.02568 0.03548 0.469 119 0.97
ENSG00000135905 0.04069 0.03861 0.292 121 0.954 0.04069 0.03861 0.292 121 0.954
ENSG00000135912 -0.03562 0.03524 0.312 122 0.786 -0.03562 0.03524 0.312 122 0.786
ENSG00000135913 -0.03861 0.035 0.27 126 0.956 -0.03861 0.035 0.27 126 0.956
ENSG00000135916 -0.00929 0.03526 0.792 122 0.983 -0.00929 0.03526 0.792 122 0.983
ENSG00000135919 -0.0558 0.03564 0.117 122 0.947 -0.0558 0.03564 0.117 122 0.947
ENSG00000135924 0.0936 0.03544 0.00826 120 0.925 0.0936 0.03544 0.00826 120 0.925
ENSG00000135925 0.00357 0.03549 0.92 119 0.7 0.00357 0.03549 0.92 119 0.7
ENSG00000135926 -0.02269 0.03517 0.519 123 0.981 -0.02269 0.03517 0.519 123 0.981
ENSG00000135929 -0.07121 0.03575 0.0464 122 0.43 -0.07121 0.03575 0.0464 122 0.43
ENSG00000135930 -0.03181 0.03499 0.363 126 0.974 -0.03181 0.03499 0.363 126 0.974
ENSG00000135931 -0.013 0.03591 0.717 123 0.966 -0.013 0.03591 0.717 123 0.966
ENSG00000135932 -0.083 0.0357 0.0201 115 0.858 -0.083 0.0357 0.0201 115 0.858
ENSG00000135940 -0.03728 0.05461 0.495 108 0.997 -0.03728 0.05461 0.495 108 0.997
ENSG00000135945 -0.02167 0.03515 0.538 124 0.936 -0.02167 0.03515 0.538 124 0.936
ENSG00000135951 -0.0187 0.03581 0.602 123 0.421 -0.0187 0.03581 0.602 123 0.421
ENSG00000135953 0.04208 0.03534 0.234 122 0.774 0.04208 0.03534 0.234 122 0.774
ENSG00000135956 -0.02883 0.03548 0.416 120 0.906 -0.02883 0.03548 0.416 120 0.906
ENSG00000135960 -0.0359 0.03696 0.331 120 0.256 -0.0359 0.03696 0.331 120 0.256
ENSG00000135966 -0.04596 0.03539 0.194 122 0.991 -0.04596 0.03539 0.194 122 0.991
ENSG00000135968 0.08753 0.03535 0.0133 123 0.796 0.08753 0.03535 0.0133 123 0.796
ENSG00000135972 0.04027 0.03541 0.255 122 0.988 0.04027 0.03541 0.255 122 0.988
ENSG00000135974 0.00868 0.05357 0.871 110 0.989 0.00868 0.05357 0.871 110 0.989
ENSG00000135976 0.06939 0.03884 0.074 121 0.93 0.06939 0.03884 0.074 121 0.93
ENSG00000135999 0.07028 0.03494 0.0442 126 0.942 0.07028 0.03494 0.0442 126 0.942
ENSG00000136002 0.04902 0.03547 0.167 119 0.847 0.04902 0.03547 0.167 119 0.847
ENSG00000136003 0.00411 0.03579 0.909 114 0.614 0.00411 0.03579 0.909 114 0.614
ENSG00000136010 0.06111 0.03943 0.121 121 1 0.06111 0.03943 0.121 121 1
ENSG00000136011 -0.01486 0.03644 0.683 123 0.994 -0.01486 0.03644 0.683 123 0.994
ENSG00000136014 0.06053 0.0384 0.115 124 0.981 0.06053 0.0384 0.115 124 0.981
ENSG00000136021 -0.04162 0.05516 0.45 102 0.999 -0.04162 0.05516 0.45 102 0.999
ENSG00000136026 -0.00245 0.03514 0.944 123 0.997 -0.00245 0.03514 0.944 123 0.997
ENSG00000136040 0.07438 0.03535 0.0354 123 0.529 0.07438 0.03535 0.0354 123 0.529
ENSG00000136044 -0.05989 0.03488 0.086 127 0.966 -0.05989 0.03488 0.086 127 0.966
ENSG00000136045 0.07274 0.03514 0.0385 123 0.933 0.07274 0.03514 0.0385 123 0.933
ENSG00000136048 -0.01788 0.0354 0.614 120 0.995 -0.01788 0.0354 0.614 120 0.995
ENSG00000136051 -0.00188 0.03507 0.957 125 0.818 -0.00188 0.03507 0.957 125 0.818
ENSG00000136052 -0.02964 0.05492 0.589 106 0.998 -0.02964 0.05492 0.589 106 0.998
ENSG00000136059 0.024 0.03549 0.499 119 0.983 0.024 0.03549 0.499 119 0.983
ENSG00000136068 -0.04097 0.03517 0.244 124 0.968 -0.04097 0.03517 0.244 124 0.968
ENSG00000136098 -0.01933 0.03523 0.583 122 0.994 -0.01933 0.03523 0.583 122 0.994
ENSG00000136099 0.05797 0.03544 0.102 122 0.957 0.05797 0.03544 0.102 122 0.957
ENSG00000136100 0.02866 0.03533 0.417 122 0.861 0.02866 0.03533 0.417 122 0.861
ENSG00000136104 -0.04906 0.03555 0.168 119 0.987 -0.04906 0.03555 0.168 119 0.987
ENSG00000136108 -0.05157 0.03547 0.146 122 0.791 -0.05157 0.03547 0.146 122 0.791
ENSG00000136111 0.03441 0.0355 0.332 119 0.814 0.03441 0.0355 0.332 119 0.814
ENSG00000136114 0.00077 0.0372 0.983 118 0.645 0.00077 0.0372 0.983 118 0.645
ENSG00000136122 -0.02316 0.0398 0.561 121 0.983 -0.02316 0.0398 0.561 121 0.983
ENSG00000136141 -0.01786 0.03534 0.613 123 0.938 -0.01786 0.03534 0.613 123 0.938
ENSG00000136143 0.01928 0.03527 0.585 122 0.991 0.01928 0.03527 0.585 122 0.991
ENSG00000136144 0.05143 0.03518 0.144 123 0.926 0.05143 0.03518 0.144 123 0.926
ENSG00000136146 -0.00523 0.03507 0.882 125 0.951 -0.00523 0.03507 0.882 125 0.951
ENSG00000136147 0.03185 0.03529 0.367 122 1 0.03185 0.03529 0.367 122 1
ENSG00000136149 -0.04654 0.093 0.617 84 1 -0.04654 0.093 0.617 84 1
ENSG00000136152 -0.04129 0.03515 0.24 124 0.966 -0.04129 0.03515 0.24 124 0.966
ENSG00000136153 -0.00663 0.0352 0.851 123 0.806 -0.00663 0.0352 0.851 123 0.806
ENSG00000136156 0.00781 0.03528 0.825 124 0.513 0.00781 0.03528 0.825 124 0.513
ENSG00000136158 0.02865 0.03569 0.422 119 0.786 0.02865 0.03569 0.422 119 0.786
ENSG00000136159 -0.02027 0.0353 0.566 124 0.913 -0.02027 0.0353 0.566 124 0.913
ENSG00000136161 -0.06524 0.03535 0.0649 121 0.824 -0.06524 0.03535 0.0649 121 0.824
ENSG00000136167 0.01981 0.03508 0.572 124 0.872 0.01981 0.03508 0.572 124 0.872
ENSG00000136169 -0.00718 0.03527 0.839 122 0.969 -0.00718 0.03527 0.839 122 0.969
ENSG00000136193 -0.02192 0.03548 0.537 120 0.742 -0.02192 0.03548 0.537 120 0.742
ENSG00000136197 -0.02933 0.03492 0.401 126 0.998 -0.02933 0.03492 0.401 126 0.998
ENSG00000136205 0.02523 0.03532 0.475 122 0.695 0.02523 0.03532 0.475 122 0.695
ENSG00000136206 0.01919 0.06183 0.756 105 0.998 0.01919 0.06183 0.756 105 0.998
ENSG00000136213 0.01268 0.0352 0.719 123 0.988 0.01268 0.0352 0.719 123 0.988
ENSG00000136231 -0.10151 0.06227 0.103 98 1 -0.10151 0.06227 0.103 98 1
ENSG00000136235 -0.03219 0.03526 0.361 124 0.86 -0.03219 0.03526 0.361 124 0.86
ENSG00000136237 -0.07393 0.03866 0.0558 124 0.994 -0.07393 0.03866 0.0558 124 0.994
ENSG00000136238 -0.00457 0.03539 0.897 123 0.976 -0.00457 0.03539 0.897 123 0.976
ENSG00000136240 -0.03212 0.03528 0.363 122 0.991 -0.03212 0.03528 0.363 122 0.991
ENSG00000136243 -0.04991 0.03546 0.159 121 0.603 -0.04991 0.03546 0.159 121 0.603
ENSG00000136244 0.05425 0.03572 0.129 123 0.899 0.05425 0.03572 0.129 123 0.899
ENSG00000136247 0.00069 0.03877 0.986 122 0.996 0.00069 0.03877 0.986 122 0.996
ENSG00000136250 -0.05174 0.0354 0.144 120 0.906 -0.05174 0.0354 0.144 120 0.906
ENSG00000136261 -0.02175 0.03503 0.535 125 0.873 -0.02175 0.03503 0.535 125 0.873
ENSG00000136270 -0.04492 0.03524 0.202 122 0.937 -0.04492 0.03524 0.202 122 0.937
ENSG00000136271 0.03195 0.03552 0.368 124 0.979 0.03195 0.03552 0.368 124 0.979
ENSG00000136273 0.01635 0.03529 0.643 123 0.759 0.01635 0.03529 0.643 123 0.759
ENSG00000136274 -0.00798 0.07206 0.912 97 1 -0.00798 0.07206 0.912 97 1
ENSG00000136279 -0.01546 0.03547 0.663 120 0.864 -0.01546 0.03547 0.663 120 0.864
ENSG00000136280 -0.01221 0.03553 0.731 117 0.994 -0.01221 0.03553 0.731 117 0.994
ENSG00000136286 0.09005 0.03954 0.0228 112 0.843 0.09005 0.03954 0.0228 112 0.843
ENSG00000136295 -0.04227 0.03493 0.226 127 0.924 -0.04227 0.03493 0.226 127 0.924
ENSG00000136315 0.02515 0.0963 0.794 84 1 0.02515 0.0963 0.794 84 1
ENSG00000136319 -0.03167 0.03521 0.368 124 0.976 -0.03167 0.03521 0.368 124 0.976
ENSG00000136367 -0.02234 0.03856 0.562 123 0.995 -0.02234 0.03856 0.562 123 0.995
ENSG00000136371 0.01259 0.0354 0.722 120 0.94 0.01259 0.0354 0.722 120 0.94
ENSG00000136379 -0.00857 0.03968 0.829 113 0.963 -0.00857 0.03968 0.829 113 0.963
ENSG00000136381 -0.00258 0.03555 0.942 123 0.957 -0.00258 0.03555 0.942 123 0.957
ENSG00000136383 -0.00055 0.035 0.987 125 0.991 -0.00055 0.035 0.987 125 0.991
ENSG00000136404 0.02289 0.05533 0.679 104 1 0.02289 0.05533 0.679 104 1
ENSG00000136425 -0.04037 0.03616 0.264 117 0.891 -0.04037 0.03616 0.264 117 0.891
ENSG00000136436 0.01584 0.03529 0.653 123 0.969 0.01584 0.03529 0.653 123 0.969
ENSG00000136444 0.00779 0.0355 0.826 120 0.473 0.00779 0.0355 0.826 120 0.473
ENSG00000136448 -0.02159 0.03838 0.574 123 0.982 -0.02159 0.03838 0.574 123 0.982
ENSG00000136449 0.01775 0.03496 0.612 126 0.845 0.01775 0.03496 0.612 126 0.845
ENSG00000136450 -0.06 0.03528 0.089 122 0.862 -0.06 0.03528 0.089 122 0.862
ENSG00000136451 -0.04522 0.03543 0.202 120 0.983 -0.04522 0.03543 0.202 120 0.983
ENSG00000136457 -0.00659 0.03865 0.865 121 0.991 -0.00659 0.03865 0.865 121 0.991
ENSG00000136463 0.01096 0.0356 0.758 118 0.957 0.01096 0.0356 0.758 118 0.957
ENSG00000136478 -0.06878 0.03561 0.0534 118 0.649 -0.06878 0.03561 0.0534 118 0.649
ENSG00000136485 -0.02782 0.03525 0.43 121 0.949 -0.02782 0.03525 0.43 121 0.949
ENSG00000136490 -0.01872 0.03548 0.598 119 0.829 -0.01872 0.03548 0.598 119 0.829
ENSG00000136492 -0.0221 0.03524 0.531 123 0.978 -0.0221 0.03524 0.531 123 0.978
ENSG00000136504 -0.08017 0.07251 0.269 104 1 -0.08017 0.07251 0.269 104 1
ENSG00000136514 -0.00307 0.03597 0.932 117 0.941 -0.00307 0.03597 0.932 117 0.941
ENSG00000136518 2e-05 0.05349 1 114 1 2e-05 0.05349 1 114 1
ENSG00000136521 -0.09597 0.03508 0.00622 124 0.981 -0.09597 0.03508 0.00622 124 0.981
ENSG00000136522 -0.04341 0.0388 0.263 120 0.994 -0.04341 0.0388 0.263 120 0.994
ENSG00000136527 -0.00552 0.0354 0.876 122 0.78 -0.00552 0.0354 0.876 122 0.78
ENSG00000136536 -0.00559 0.03531 0.874 122 0.907 -0.00559 0.03531 0.874 122 0.907
ENSG00000136541 -0.03763 0.03562 0.291 119 0.601 -0.03763 0.03562 0.291 119 0.601
ENSG00000136542 -0.00019 0.03903 0.996 123 0.997 -0.00019 0.03903 0.996 123 0.997
ENSG00000136560 0.01675 0.03543 0.636 123 0.904 0.01675 0.03543 0.636 123 0.904
ENSG00000136573 0.09634 0.03559 0.00679 120 0.815 0.09634 0.03559 0.00679 120 0.815
ENSG00000136603 -0.01606 0.0354 0.65 121 0.952 -0.01606 0.0354 0.65 121 0.952
ENSG00000136628 0.05603 0.0349 0.108 126 1 0.05603 0.0349 0.108 126 1
ENSG00000136630 0.02387 0.03527 0.499 124 0.854 0.02387 0.03527 0.499 124 0.854
ENSG00000136631 -0.07199 0.05423 0.184 110 1 -0.07199 0.05423 0.184 110 1
ENSG00000136634 0.01993 0.03495 0.569 126 0.966 0.01993 0.03495 0.569 126 0.966
ENSG00000136636 -0.06201 0.03554 0.081 120 0.886 -0.06201 0.03554 0.081 120 0.886
ENSG00000136643 -0.04172 0.03541 0.239 121 0.972 -0.04172 0.03541 0.239 121 0.972
ENSG00000136653 -0.03392 0.03542 0.338 121 0.98 -0.03392 0.03542 0.338 121 0.98
